ID,ISBN,Автор,Артикул,Бумага,В продаже с,Вес,Возраст,Год издания,Год производства,Издательство,Иллюстраторы,Иллюстрации,Код товара,Место издания,Место производства,Название,Наличие,Обложка,Обрез,Описание,Перевод,Производитель,Размеры в мм (ДхШхВ),Рейтинг,Стикеры,Страниц,Тип обложки,Тираж,Тиснение,Формат,Футляр,Цена,Язык оригинала,Язык текста
886733,978-5-389-12730-2,Роулинг Дж. К.,А0000013170,,16.05.2017,380 гр.,11 +,2017,,Азбука-Аттикус,,,886733,СПб,,Фантастические твари и где они обитают. Оригинальный сценарий.,True,/image/book/564/w259/i564680.jpg,,,,,,0,,304,Твердый переплет+суперобложка,50000 экз.,,85х108 1/32,,,английский,русский
887390,978-5-93898-608-4,Достоевский Ф. М.,,,18.05.2017,1280 гр.,,2017,,,,,887390,СПб,,Белые ночи. Петербургская летопись,True,/image/book/565/w259/i565338.jpg,,,,,240x170,0,,448,Кожаный переплет (Cabra),1000 экз.,,70х100 1/16,,,,русский
888162,5-7000-0010-5,Достоевский Ф. М.,,Офсетная,24.05.2017,1545 гр.,,2001,,,,Без иллюстраций,888162,Москва,,Сочинения,True,/image/book/566/w259/i566325.jpg,Окрашенный,,,,240x170,0,,1040,Кожаный переплет,,Блинтовое (бескрасочное плоскоуглубленное изображение),70х100 1/16,,,,русский
888848,978-5-389-12732-6,Роулинг Дж. К.,А0000013173,,26.05.2017,485 гр.,10 +,2017,,Махаон; Азбука-Аттикус,,,888848,Москва,,Сказки барда Бидля.,True,/image/book/567/w259/i567248.jpg,,,Спивак М.,,215x170,0,,136,Твердый переплет,15000 экз.,,70х90 1/16,,,английский,русский
892702,978-5-389-12315-1,Достоевский Ф. М.,А0000012565,,10.07.2017,345 гр.,,2017,,Азбука; Азбука-Аттикус,,,892702,Москва,,Униженные и оскорбленные. Достоевский Ф. М.,True,/image/book/571/w259/i571167.jpg,,,,,200x130,0,,448,Твердый переплет,5000 экз.,,84х108 1/32,,,,русский
898897,,Достоевский Ф. М.,1120,Дизайнерская,14.09.2017,1675 гр.,,2013,,,,Без иллюстраций,898897,Самара,,Братья Карамазовы,True,/image/book/576/w259/i576797.jpg,Торшонированный окрашенный,,,,245x155,0,,780,Твердый переплет (Переплетный материал VIP-класса Madera),50 экз.,Рельефное (бескрасочное или цветное многоуровневое изображение),155х245 мм,,,,русский
901471,978-5-17-086722-6,Фрай М.,AST000000000169864,,06.10.2017,1265 гр.,,2017,,АСТ,,,901471,Москва,,Чужак (репринтное издание). Фрай М.,True,/image/book/579/w259/i579163.jpg,,,,,240x170,0,,752,Твердый переплет,3000 экз.,,70х100 1/16,,,,русский
904220,978-5-389-11837-9,Роулинг Дж. К.,А0000013508,,30.10.2017,1605 гр.,14 +,2017,,Махаон,Кей Джим,,904220,Москва,,Гарри Поттер и узник Азкабана.,True,/image/book/581/w259/i581625.jpg,,,Спивак М.,,290x247,0,,328,Твердый переплет+суперобложка,10000 экз.,,60х100 1/8,,,английский,русский
904331,978-5-00111-192-4,Хантер Э.,188028,,30.10.2017,820 гр.,6 +,2018,,Абрис,"Савельев Е. А., Насыров Л.",,904331,СПб,,Полночь. Восход луны. Хантер Э.,True,/image/book/581/w259/i581779.jpg,,,Максимова В. А.;,,260x170,0,,447,Твердый переплет,3000 экз.,,70х108 1/16,,,английский,русский
904562,978-5-389-13621-2,Роулинг Дж. К.,А0000014458,,01.11.2017,545 гр.,11 +,2017,,Махаон; Азбука-Аттикус,,,904562,Москва,,Гарри Поттер и философский камень.,True,/image/book/581/w259/i581929.jpg,,,Спивак М.,,200x130,0,,464,Твердый переплет с окрашенным обрезом+суперобложка,4000 экз.,,84х108 1/32,,,английский,русский
904776,978-5-04-088533-6,Фицджеральд Ф. С.,ITD000000000880947,,03.11.2017,280 гр.,,2017,,Э,,,904776,Москва,,Загадочная история Бенджамина Баттона. Фицджеральд Ф. С.,True,/image/book/582/w259/i582154.jpg,,,,,180x115,0,,416,Мягкая обложка,4000 экз.,,76х100 1/32,,,английский,русский
904915,978-5-389-13231-3,Роулинг Дж. К.,А0000013961,,07.11.2017,1275 гр.,11 +,2017,,Махаон; Азбука-Аттикус,Джилл Оливия Ломенек,,904915,Москва,,Фантастические твари и где они обитают.,True,/image/book/582/w259/i582296.jpg,,,Спивак М.,,295x252,0,,136,Твердый переплет,10000 экз.,,252х295 мм,,,английский,русский
906249,978-5-389-13859-9,Достоевский Ф. М.,А0000014770,,15.11.2017,330 гр.,,2018,,Азбука; Азбука-Аттикус,,,906249,СПб,,Белые ночи. Достоевский Ф. М.,True,/image/book/583/w259/i583456.jpg,,,,,200x130,0,,416,Твердый переплет,10000 экз.,,84х108 1/32,,,,русский
909653,978-5-389-13838-4,Фицджеральд Ф. С.,А0000014745,,06.12.2017,985 гр.,,2018,,Иностранка; Азбука-Аттикус,,,909653,Москва,,Прекрасные и проклятые. Истории века джаза. Фицджеральд Ф. С.,True,/image/book/586/w259/i586471.jpg,,,Белокриницкая С.,,215x145,0,,992,Твердый переплет,4000 экз.,,60х90 1/16,,,английский,русский
910377,978-5-905909-93-1,Стругацкий А. Н.,978-5-905909-93-1,,11.12.2017,810 гр.,,2017,,"Издательство ""Сидорович""; Ленинград",,,910377,СПб,,"Полное собрание сочинений. 1958. В 33 томах. Том 2. Стругацкий А. Н., Стругацкий Б. Н.",True,/image/book/587/w259/i587008.jpg,,,,,200x130,0,,688,Твердый переплет,350 экз.,,84х108 1/32,,,,русский
910378,978-5-905909-94-8,Стругацкий А. Н.,978-5-905909-94-8,,11.12.2017,805 гр.,,2017,,"Издательство ""Сидорович""; Ленинград",,,910378,СПб,,"Полное собрание сочинений. 1959. В 33 томах. Том 3. Стругацкий А. Н., Стругацкий Б. Н.",True,/image/book/587/w259/i587006.jpg,,,,,200x130,0,,656,Твердый переплет,350 экз.,,84х108 1/32,,,,русский
910850,978-5-00111-152-8,Хантер Э.,186097,,13.12.2017,515 гр.,11 +,2018,,Абрис,,,910850,Москва,,Крутобок & Бич. Комплект из 4 книг. Хантер Э.,True,/image/book/587/w259/i587450.jpg,,,,,200x130,0,,384,Мягкая обложка,,,84х108 1/32,,,английский,русский
913634,978-5-905909-95-5,Стругацкий А. Н.,978-5-905909-95-5,,12.01.2018,720 гр.,,2017,,Издательство Сидорович,,,913634,СПб,,"Полное собрание сочинений. Том 4. 1960. Стругацкий А. Н., Стругацкий Б. Н.",True,/image/book/589/w259/i589732.jpg,,,,,200x130,0,,592,Твердый переплет (ткань),350 экз.,,84х108 1/32,,,,русский
913635,978-5-905909-96-2,Стругацкий А. Н.,978-5-905909-96-2,,12.01.2018,690 гр.,,2017,,Издательство Сидорович,,,913635,СПб,,"Полное собрание сочинений. Том 5. 1961. Стругацкий А. Н., Стругацкий Б. Н.",True,/image/book/589/w259/i589733.jpg,,,,,200x130,0,,560,Твердый переплет (ткань),350 экз.,,84х108 1/32,,,,русский
915189,978-5-389-13954-1,Роулинг Дж. К.,А0000014895,,23.01.2018,485 гр.,11 +,2018,,Махаон; Азбука-Аттикус,,,915189,Москва,,Гарри Поттер и Проклятое дитя. Финальная версия сценария. В 2 частях.,True,/image/book/590/w259/i590954.jpg,,,Спивак М.,,200x130,0,,480,Твердый переплет,20000 экз.,,84х108 1/32,,,английский,русский
916062,978-5-17-106575-1,Достоевский Ф. М.,ASE000000000834418,,31.01.2018,200 гр.,,2018,,АСТ,,,916062,Москва,,Белые ночи. Достоевский Ф. М.,True,/image/book/591/w259/i591957.jpg,,,,,180x115,0,,320,Мягкая обложка,5000 экз.,,76х100 1/32,,,,русский
922260,978-5-00111-315-7,Хантер Э.,200446,,26.03.2018,385 гр.,11 +,2018,,Абрис,Насыров Леонид Хамидович,,922260,Москва,,Звездная тропа. Хантер Э.,True,/image/book/597/w259/i597273.jpg,,,Максимова В.,,200x130,0,,382,Твердый переплет,7000 экз.,,84х108 1/32,,,английский,русский
922627,978-5-389-14380-7,Достоевский Ф. М.,А0000015458,,29.03.2018,1105 гр.,,2018,,Азбука; Азбука-Аттикус,,,922627,СПб,,Преступление и наказание. Идиот. Достоевский Ф. М.,True,/image/book/597/w259/i597630.jpg,,,,,215x145,0,,1120,Твердый переплет,4000 экз.,,60х90 1/16,,,,русский
925078,978-5-93898-647-3,Достоевский Ф. М.,,,18.04.2018,1375 гр.,,2018,,,,,925078,СПб,,Малая проза. Книга 1. Слабое сердце. Чужая жена и муж под кроватью,True,/image/book/599/w259/i599714.jpg,,,,,240x170,0,,472,Твердый переплет,800 экз.,,70х100 1/16,,,,русский
925570,978-5-905909-97-9,Стругацкий А. Н.,978-5-905909-97-9,,23.04.2018,840 гр.,,2017,,Издательство Сидорович,,,925570,СПб,,"Полное собрание сочинений. Том 6. 1962. Стругацкий А. Н., Стругацкий Б. Н.",True,/image/book/600/w259/i600164.jpg,,,,,200x130,0,,720,Твердый переплет (ткань),350 экз.,,84х108 1/32,,,,русский
925571,978-5-905909-99-3,Стругацкий А. Н.,978-5-905909-99-3,,23.04.2018,700 гр.,,2017,,Издательство Сидорович,,,925571,СПб,,"Полное собрание сочинений. Том 7. 1963. Стругацкий А. Н., Стругацкий Б. Н.",True,/image/book/600/w259/i600165.jpg,,,,,200x130,0,,576,Твердый переплет (ткань),350 экз.,,84х108 1/32,,,,русский
926010,978-5-93898-647-3,Достоевский Ф. М.,,Мелованная,26.04.2018,1375 гр.,,2018,,,,,926010,СПб,,Малая проза. Книга 1. Слабое сердце. Чужая жена и муж под кроватью,True,/image/book/600/w259/i600541.jpg,Золотой,,,,240x170,0,,472,Твердый переплет,800 экз.,,70х100 1/16,Вставной,,,русский
927535,978-5-17-107190-5,Лукьяненко С. В.,ASE000000000835056,,11.05.2018,375 гр.,,2018,,АСТ,,,927535,Москва,,Черновик. Лукьяненко С. В.,True,/image/book/601/w259/i601787.jpg,,,,,200x130,0,,352,Твердый переплет,17000 экз.,,84х108 1/32,,,,русский
928578,978-5-00111-358-4,Хантер Э.,204237,,21.05.2018,355 гр.,11 +,2018,,Абрис,,,928578,Москва,,Беглянка. Сны и видения Бабочки. Хантер Э.,True,/image/book/602/w259/i602822.jpg,,,Максимова В. А.,,200x130,0,,317,Твердый переплет,7000 экз.,,84х108 1/32,,,английский,русский
929118,978-5-389-14766-9,Фицджеральд Ф. С.,А0000016141,,24.05.2018,975 гр.,,2018,,Иностранка; Азбука-Аттикус,,,929118,Москва,,Красавицы и джентльмены. Истории беспечной жизни. Фицджеральд Ф. С.,True,/image/book/603/w259/i603263.jpg,,,Архангельская И.,,215x145,0,,960,Твердый переплет,3000 экз.,,60х90 1/16,,,английский,русский
931093,978-5-86547-448-7,Достоевский Ф. М.,,,08.06.2018,215 гр.,,2008,,Златоуст,,,931093,СПб,,Идиот. Уровень 4. Достоевский Ф. М.,True,/image/book/233/w259/i233602.jpg,,,,,215x145,0,,180,Мягкая обложка,1000 экз.,,60х90 1/16,,,,русский
931513,978-5-906044-41-9,Достоевский Ф. М.,,,14.06.2018,40 гр.,,2017,,ТомСувенир,,,931513,Томск,,Бобок. Достоевский Ф. М.,True,/image/book/605/w259/i605231.jpg,,,Garnett C.,,,0,,176,Твердый переплет+суперобложка,250 экз.,,62х94 1/128,,,русский,русский/английский
932066,978-5-17-109282-5,Стругацкий А. Н.,ASE000000000837123,,19.06.2018,295 гр.,,2018,,АСТ,,,932066,Москва,,"Обитаемый остров. Стругацкий А. Н., Стругацкий Б. Н.",True,/image/book/605/w259/i605713.jpg,,,,,180x115,0,,480,Мягкая обложка,7000 экз.,,76х100 1/32,,,,русский
932375,978-5-17-109040-1,Стругацкий А. Н.,ASE000000000837102,,21.06.2018,600 гр.,,2018,,АСТ,,,932375,Москва,,"Собрание сочинений. 1960-1962. Том 2. Стругацкий А. Н., Стругацкий Б. Н.",True,/image/book/605/w259/i605966.jpg,,,,,215x145,0,,544,Твердый переплет,3500 экз.,,60х90 1/16,,,,русский
932433,978-5-17-108973-3,Фрай М.,ASE000000000835457,,22.06.2018,400 гр.,,2018,,АСТ,,,932433,Москва,,Мертвый ноль. Фрай М.,True,/image/book/606/w259/i606053.jpg,,,,,200x130,0,,448,Твердый переплет,30000 экз.,,84х108 1/32,,,,русский
934124,978-5-905909-38-2,Стругацкий А. Н.,978-5-905909-38-2,,13.07.2018,795 гр.,,2018,,Издательство Сидорович,,,934124,СПб,,"Полное собрание сочинений в 33 томах. Том 8. 1964. Стругацкий А. Н., Стругацкий Б. Н.",True,/image/book/607/w259/i607483.jpg,,,,,200x130,0,,656,Твердый переплет (ткань),350 экз.,,84х108 1/32,,,,русский
934125,978-5-905909-39-9,Стругацкий А. Н.,978-5-905909-39-9,,13.07.2018,810 гр.,,2018,,Издательство Сидорович,,,934125,СПб,,"Полное собрание сочинений в 33 томах. Том 9. 1965. Стругацкий А. Н., Стругацкий Б. Н.",True,/image/book/607/w259/i607486.jpg,,,,,200x130,0,,670,Твердый переплет (ткань),350 экз.,,84х108 1/32,,,,русский
934155,978-5-699-57881-8,Роллинс Дж.,ITD000000000203746,,13.07.2018,295 гр.,,2018,,Эксмо,,,934155,Москва,,Ключ Судного дня. Роллинс Дж.,True,/image/book/607/w259/i607493.jpg,,,Саксина С. М.,,165x120,0,,640,Мягкая обложка,4000 экз.,,70х100 1/32,,,английский,русский
935236,978-5-17-107262-9,Фицджеральд Ф. С.,ASE000000000835127,,25.07.2018,240 гр.,,2018,,АСТ,,,935236,Москва,,Великий Гэтсби = The Great Gatsby + аудиоприложение LECTA. Фицджеральд Ф. С.,True,/image/book/608/w259/i608541.jpg,,,Матвеева С.,,215x145,0,,256,Мягкая обложка,2000 экз.,,60х90 1/16,,,,русский/английский
935707,978-5-389-14778-2,Роулинг Дж. К.,А0000016165,,31.07.2018,575 гр.,11 +,2018,,Махаон; Азбука-Аттикус,,,935707,Москва,,Гарри Поттер и Тайная комната.,True,/image/book/608/w259/i608947.jpg,,,Спивак М.,,200x130,0,,496,Твердый переплет с окрашенным обрезом+суперобложка,5000 экз.,,84х108 1/32,,,английский,русский
936778,978-5-17-110023-0,Стругацкий А. Н.,ASE000000000838090,,10.08.2018,705 гр.,,2018,,АСТ,,,936778,Москва,,"Собрание сочинений. 1961-1963. Том 3. Стругацкий А. Н., Стругацкий Б. Н.",True,/image/book/609/w259/i609798.jpg,,,,,215x145x44,0,,640,Твердый переплет,3500 экз.,,60х90 1/16,,,,русский
936898,978-5-17-108501-8,Фицджеральд Ф. С.,ASE000000000836520,,11.08.2018,270 гр.,,2018,,АСТ,,,936898,Москва,,Ночь нежна. Фицджеральд Ф. С.,True,/image/book/609/w259/i609901.jpg,,,,,200x137x25,0,,320,Мягкая обложка,2000 экз.,,60х84 1/16,,,,английский/русский
937954,,Достоевский Ф. М.,978-5-389-14380-7,Офсетная,21.08.2018,1220 гр.,,2018,,,,,937954,СПб,,Преступление и наказание. Идиот,True,/image/book/610/w259/i610742.jpg,Рисованный,,,,215x145x50,0,,1120,Кожаный переплет,,Углубленное тиснение (красочное плоскоуглубленное изображение),60х90 1/16,,,,русский
939085,978-5-04-096626-4,Фицджеральд Ф. С.,ITD000000000918479,,28.08.2018,485 гр.,,2018,,Эксмо,,,939085,Москва,,Я за тебя умру. Фицджеральд Ф. С.,True,/image/book/611/w259/i611786.jpg,,,Голышев В.; Бабков В.,,206x128x29,0,,544,Твердый переплет,7000 экз.,,84х108 1/32,,,английский,русский
940483,978-5-907097-05-6,Фицджеральд Ф. С.,2256888,,06.09.2018,85 гр.,,2018,,Антология,,,940483,СПб,,Curious Case of Benjamin Button. B1. Фицджеральд Ф. С.,True,/image/book/612/w259/i612656.jpg,,,,,120x125x10,0,,128,Мягкая обложка,,,84х108 1/32,,,,русский
940553,978-5-17-109580-2,Фрай М.,ASE000000000837618,,07.09.2018,1195 гр.,,2018,,АСТ,,,940553,Москва,,Все сказки старого Вильнюса. Начало. Фрай М.,True,/image/book/612/w259/i612803.jpg,,,,,240x170x57,0,Идея подарка,768,Твердый переплет,3000 экз.,,70х100 1/16,,,,русский
941016,978-5-00111-505-2,Хантер Э.,216140,,11.09.2018,400 гр.,11 +,2018,,Абрис,,,941016,Москва,,Нерассказанные истории. Месть Кленовницы. Хантер Э.,True,/image/book/613/w259/i613191.jpg,,,Максимова В. А.,,208x130x22,0,,382,Твердый переплет,7000 экз.,,84х108 1/32,,,английский,русский
943320,978-5-93898-668-8,Достоевский Ф. М.,,,27.09.2018,2930 гр.,,2018,,,,,943320,СПб,,Идиот. В 2 томах,True,/image/book/615/w259/i615426.jpg,,,,,245x176x70,0,,512,Твердый переплет+футляр+зол.обрез,800 экз.,,70х100 1/16,,,,русский
944865,978-5-905909-42-9,Стругацкий А. Н.,978-5-905909-42-9,,10.10.2018,975 гр.,,2018,,Издательство Сидорович,,,944865,СПб,,"Полное собрание сочинений. В 33 томах. Том 10. 1966. Стругацкий А. Н., Стругацкий Б. Н.",True,/image/book/616/w259/i616567.jpg,,,,,208x132x48,0,,832,Твердый переплет (ткань),350 экз.,,84х108 1/32,,,,русский
944866,978-5-905909-43-6,Стругацкий А. Н.,978-5-905909-43-6,,10.10.2018,485 гр.,,2018,,Издательство Сидорович,,,944866,СПб,,"Полное собрание сочинений. В 33 томах. Том 11. Часть 1. 1967. Стругацкий А. Н., Стругацкий Б. Н.",True,/image/book/616/w259/i616566.jpg,,,,,208x132x23,0,,352,Твердый переплет (ткань),350 экз.,,84х108 1/32,,,,русский
952785,978-5-17-111395-7,Достоевский Ф. М.,ASE000000000839527,,19.10.2018,215 гр.,,2018,,АСТ,,,952785,Москва,,Бедные люди. Достоевский Ф. М.,True,/image/book/624/w259/i624364.jpg,,,,,180x115x17,0,,352,Мягкая обложка,5000 экз.,,76х100 1/32,,,,русский
953811,978-5-389-14833-8,Роулинг Дж. К.,А0000016221,,25.10.2018,1275 гр.,13 +,2018,,Махаон; Азбука-Аттикус,Цвергер Лизбет,,953811,Москва,,Сказки барда Бидля.,True,/image/book/624/w259/i624915.jpg,,,Спивак М.,,295x255x24,0,Идея подарка,160,Твердый переплет,,,295х255 мм,,,английский,русский
956575,"978-5-17-110413-9,978-5-17-110415-3",Достоевский Ф. М.,ASE000000000838465,,05.11.2018,,12 +,2018,,АСТ,,,956575,Москва,,Идиот. Достоевский Ф. М.,False,/image/book/627/w259/i627395.jpg,,,,,,0,,640,Твердый переплет,3000 экз.,,84х108 1/32,,,,русский
956576,"978-5-17-105906-4,978-5-17-105903-3",Достоевский Ф. М.,ASE000000000833735,,05.11.2018,,12 +,2018,,АСТ,,,956576,Москва,,Преступление и наказание. Достоевский Ф. М.,False,/image/book/627/w259/i627396.jpg,,,,,,0,,638,Твердый переплет,4000 экз.,,84х108 1/32,,,,русский
958467,978-5-00111-008-8,Хантер Э.,178172,,05.11.2018,,6 +,2017,,Абрис,,,958467,Москва,,Восход солнца. Хантер Э.,False,/image/book/629/w259/i629285.jpg,,,Максимова В.,,,0,,350,Твердый переплет,4000 экз.,,84х108 1/32,,,английский,русский
958468,978-5-00111-298-3,Хантер Э.,190713,,05.11.2018,390 гр.,6 +,2018,,Абрис,,,958468,Москва,,Время выбора. Хантер Э.,False,/image/book/629/w259/i629286.jpg,,,Максимова В.А.,,,0,,382,Твердый переплет,7000 экз.,,84х108 1/32,,,английский,русский
958471,978-5-00111-010-1,Хантер Э.,178173,,05.11.2018,,6 +,2017,,Абрис,,,958471,Москва,,Длинные тени. Хантер Э.,False,/image/book/629/w259/i629289.jpg,,,Максимова В. А.,,,0,,319,Твердый переплет,4000 экз.,,84х108 1/32,,,английский,русский
958472,978-5-00111-012-5,Хантер Э.,178174,,05.11.2018,,6 +,2017,,Абрис,,,958472,Москва,,Закат. Хантер Э.,False,/image/book/629/w259/i629290.jpg,,,Максимова В. А.,,,0,,315,Твердый переплет,4000 экз.,,84х108 1/32,,,английский,русский
958473,978-5-00111-000-2,Хантер Э.,178214,,05.11.2018,630 гр.,6 +,2017,,Абрис,,,958473,Москва,,Закон племен. Хантер Э.,False,/image/book/629/w259/i629291.jpg,,,,,,0,,191,Твердый переплет,3000 экз.,,70х100 1/16,,,английский,русский
